"","in_uhc_familiar","in_uhc_change","in_cap_familiar","in_cap_change","in_ai_familiar","in_ai_change","Like_Free_R","Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","id","conv_cond","consen_cond","utilitarian","deontological","time","uhc_support","cap_support","ai_support","uhc_mconv","cap_mconv","ai_mconv"
"864",-6,6,7,-4,11,9,"I like how we got to see how our answers compared to the general publics.","I didn't know how I felt about them and morals.",3,18,"Female","Caucasian/White","Freshman","92698","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3.5,"post",10,9,-9,3.42857142857143,2.42857142857143,10.7142857142857
"865",-30,33,50,-50,50,22,"I liked having a different variety of issues. None of them were common with each other, so it was interesting to really think on them. ","I struggled with the AI portion of this exercise. AI is still something that is so new, and I'm still forming my opinion on. ",7,21,"Male","Caucasian/White","Senior","91841","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,3.66666666666667,"post",50,50,30,24.2857142857143,24,15.5714285714286
"866",-50,0,-20,-31,30,1,"It asked my opinion and showed the publics opinion for me to compare to","Not having any background on universal healthcare",4,18,"Male","African-American/Black","Freshman","91514","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.83333333333333,"post",0,-30,-10,7.42857142857143,32.5714285714286,21.1428571428571
"867",20,15,32,-50,4,-7,"I liked that the questions were easy to understand.","A challenge I had with the exercise was that it is sometimes difficult to decide how you feel about such big issues on the spot.",5,19,"Female","Caucasian/White","Sophmore","91275","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,2.16666666666667,"post",-12,-50,18,16.1428571428571,32.5714285714286,26.7142857142857
"868",20,26,41,10,31,16,"I liked that statistics about how other people in America were provided. I also liked that the scale factors had a broad range.","It was hard to determine whether or not my stance on a topic was due to my sense of morality/beliefs rather than evidence-based reasoning.",3,18,"Female","Caucasian/White","Freshman","91965","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.66666666666667,2.33333333333333,"post",28,-4,-6,29.5714285714286,23.7142857142857,6.28571428571429
"869",-15,21,28,20,36,18,"I liked that it was easy to takel.","Questioning was a bit confusing.",2,19,"Female","Caucasian/White","Sophmore","92373","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.5,"post",25,15,13,14.7142857142857,20.1428571428571,16.5714285714286
"870",35,-30,41,-35,20,19,"I liked the shift from button options to a sliding scale of agree to disagree. This gave me a feeling of freedom in how i represent my views.","I felt that some questions were repetitive. For example, I couldn’t differentiate between “was my answer based on my moral stance” and “was my answer based on my moral principles.”",6,19,"Female","African-American/Black,Asian/Pacific Islander","Sophmore","91380","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.66666666666667,2.66666666666667,"post",41,-41,11,28,27.8571428571429,8.57142857142857
"871",-29,50,39,-29,41,14,"I liked the numerical values being assigned a level of agreeableness or disagreeableness","Trying to remember political enviornment of 2018. ",1,18,"Female","Caucasian/White","Freshman","91692","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,2.16666666666667,"post",50,-49,-25,50,50,49.5714285714286
"872",-20,32,-50,10,20,21,"Guessing percentages of the population sample on how they would feel","N/a",7,18,"Male","Caucasian/White","Freshman","92431","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.83333333333333,"post",20,10,40,-32.7142857142857,0.285714285714286,-9.14285714285714
"873",-30,20,10,10,35,15,"made me think while supplying research and numbers ","morality issues and what is right for me vs what would be the most beneficial for the majority of the population ",4,18,"Female","Caucasian/White","Freshman","92704","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,3.33333333333333,"post",20,20,25,8.57142857142857,17.1428571428571,21.4285714285714
"874",8,11,-20,5,46,6,"Easy and informative","None",1,19,"Female","Caucasian/White","Sophmore","92010","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.5,"post",27,22,24,12.4285714285714,5.14285714285714,5.85714285714286
"875",10,16,32,23,34,11,"That I could to see the statistics of the 2014 survey about some of the American citizens thoughts","Some of the questions felt repeated or similar",4,19,"Female","Hispanic/Latino(a)","Freshman","92123","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,3.83333333333333,"post",41,15,21,10.8571428571429,5.28571428571429,0.571428571428571
"876",10,30,25,1,37,9,"I liked that I was able to share my values even when introduced to the majority's values. There were a lot of good questions. ","Some Topics I was in between whether it was ethical or not, but I just went with my gut. ",7,18,"Female","Caucasian/White","Freshman","91726","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,2.33333333333333,"post",42,-9,-24,31.7142857142857,40.4285714285714,19.2857142857143
"877",-20,40,30,10,40,30,"I liked being able to realize how passionate I was about a subject after reading the essays. I don't think I realized how much I cared until I read those.","I feel like although I like the idea of Universal Healthcare I don't really know the implications behind implementing it in the United States. I feel like although I have a strong opinion it isn't necessarily an informed one.",3,18,"Female","Caucasian/White","Freshman","91426","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,1.83333333333333,"post",30,-50,-30,17.1428571428571,50,25
"878",-17,36,-10,20,49,18,"
Rating my specific thoughts on potential issues
","Deciding if something was really a moral issue or not
",6,19,"Female","Caucasian/White","Freshman","92145","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,4,"post",18,-20,13,8.57142857142857,21,25.4285714285714
"879",-22,20,33,14,50,25,"How I could learn!","Thinking about what I thought about these issues.",3,21,"Female","Caucasian/White,African-American/Black","Junior","91456","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,3.5,"post",18,33,24,25.8571428571429,36,19.2857142857143
"880",11,5,31,-41,11,-12,"I liked how the questions that I was being asked, all of them were pretty controversal topics like the death Penalty, I know friends who think it should be a thing and I have friends that think it should be a thing. ","Nothing was challenging about this exercise.",8,19,"Male","Caucasian/White","Sophmore","91674","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.16666666666667,3,"post",20,50,23,1.57142857142857,3.57142857142857,-6.14285714285714
"881",10,17,32,11,50,33,"it related to issues that are around us today","Comprehending some of the questions asking about my ethics",4,20,"Male","Caucasian/White","Sophmore","92152","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,3.16666666666667,"post",38,25,36,9.57142857142857,-11.4285714285714,10.5714285714286
"882",-17,39,21,10,47,-33,"I liked how specific you could get with your opinion and kind of meet it in the middle. I also liked how different topics were brought up. I like how it started with your initial knowledge and opinion of the topics, then explained the topics, then checked again your views on the topic.","No challenges except with the estimation of percentages back in 2018.",7,18,"Female","Caucasian/White","Freshman","91701","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.16666666666667,2.66666666666667,"post",31,-20,-36,21.8571428571429,24.8571428571429,12
"883",10,8,16,-20,31,20,"how the level that i agree with is on a scale and not just bubbles","i really did not have any challenges",5,18,"Male","Caucasian/White,African-American/Black","Freshman","91169","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,2.5,"post",18,6,22,18.7142857142857,17.1428571428571,-12.7142857142857
"884",38,-25,22,-4,48,-33,"Easy to process","hard to keep focus",6,18,"Male","Caucasian/White","Freshman","91330","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3,"post",10,17,-50,-5.28571428571429,23.2857142857143,11.2857142857143
"885",36,-22,24,3,43,-29,"I liked to give my opinion or viewpoint on issues","interpreting some of the questions correctly/incorrectly",1,19,"Female","Caucasian/White","Freshman","91720","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",2.83333333333333,2.5,"post",48,-22,-31,35.1428571428571,31,30.2857142857143
"886",39,25,14,-29,50,-50,"Actual statistics being given after estimations, generally easy to understand and answer questions.","Guessing percentages was confusing with the -50 to 50 scale given. ",2,19,"Female","Caucasian/White","Freshman","92665","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,2.5,"post",17,0,-50,16.2857142857143,39.2857142857143,50
"887",22,16,19,-29,27,15,"I liked that there was actual evidence and definitions","None",2,18,"Female","Caucasian/White","Freshman","91597","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.33333333333333,2.5,"post",32,-29,30,23.8571428571429,2.14285714285714,-33.4285714285714
"888",-15,21,37,50,25,50,"capital punishment ","not very informed on universal health care ",6,18,"Male","Caucasian/White","Freshman","92422","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.33333333333333,3.33333333333333,"post",0,41,12,-10.5714285714286,13.1428571428571,2.57142857142857
"889",-41,26,43,-13,22,37,"It was very interesting to hear more information on topics I didn't know a lot about.","Deciding where I stand",6,19,"Female","Caucasian/White","Sophmore","91953","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.66666666666667,2.83333333333333,"post",-5,-29,16,-1,34.4285714285714,10
"890",-23,10,-21,29,-42,33,"It made me think very deeply.","Thinking deeply about how i really feel about the subject",5,18,"Female","Caucasian/White","Freshman","92154","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3,"post",14,-12,-10,11.1428571428571,10.5714285714286,-6.57142857142857
"891",34,5,16,-10,35,24,"The scale given to us.","Honestly none",2,19,"Female","Caucasian/White","Freshman","92508","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,2.33333333333333,"post",35,-43,26,18.8571428571429,22.4285714285714,-32.2857142857143
"892",34,-36,23,-27,41,17,"I enjoyed being asked the same series of questions about the topics after reading the essays. I also enjoyed being asked what I believe the consensus of such topics to be from 2018 to 2024.","I had a challenge on deciding if I thought using AI tools were a topic for ethics. ",1,21,"Female","Caucasian/White","Senior","92658","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,2.33333333333333,"post",50,-41,40,47.7142857142857,47.8571428571429,10.4285714285714
"893",20,30,35,-32,37,34,"I like that you chose topics that most people would find interesting or hold a firm stance on. ","I find it challenging to not think about everything that may go into each moral decision. There are so many layers to these ethical problems, but for studies like these, I try to take the questions at face value. ",2,21,"Female","Caucasian/White","Senior","92618","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.5,2.16666666666667,"post",31,-33,11,24.2857142857143,37,14.7142857142857
"894",-33,4,-25,-13,-41,5,"i liked how there were questions before and then there was a essay you could read then re-fill out the questions","Knowing what was being talked about. I didn't have a lot of background knowledge going into this research survey",7,18,"Female","Caucasian/White","Freshman","91635","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,3.16666666666667,"post",-36,12,13,1,0,5.14285714285714
"895",0,0,0,0,0,0,"I like the variety of topics","lots of reading",8,20,"Female","Caucasian/White,Asian/Pacific Islander","Sophmore","92690","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3,3,"post",0,0,0,0,0,0
"896",1,-9,15,-10,9,10,"prefer not to say","prefer not to say",5,18,"Female","Caucasian/White","Freshman","91978","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.16666666666667,"post",21,22,22,20.8571428571429,21.7142857142857,21.7142857142857
"897",35,25,25,40,21,10,"It allowed me time to reflect","repetition became slightly exhausting ",6,18,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman","92414","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.83333333333333,"post",45,35,36,29.8571428571429,32.4285714285714,23.7142857142857
"898",-19,20,6,3,-37,9,"I liked the topic of quetions","I didn't know much about the health care.",4,18,"Female","Caucasian/White","Freshman","91182","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.33333333333333,2.5,"post",15,12,-33,-3,4.71428571428571,-18.5714285714286
"899",6,30,15,-4,16,11,"I liked how each exercise had the same amount of questions and the style.","I had none.",1,18,"Female","Asian/Pacific Islander","Freshman","91432","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3.83333333333333,"post",12,7,-11,-8.57142857142857,-21,-20.8571428571429
"900",10,30,20,30,10,30,"I liked how I was bale to answer the questions first, and then read artciles/information, and then answer the questions again.","It seemed like it was the same question over and over again, and it was hard for me to think of what I thought of in that question.",7,20,"Male","Caucasian/White","Sophmore","91801","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,3.83333333333333,"post",50,30,40,1.42857142857143,7.14285714285714,1.42857142857143
"901",-10,36,5,15,31,17,"the variety in topics","the repitition",4,18,"Male","African-American/Black","Freshman","91740","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.5,3.16666666666667,"post",30,-10,20,6.71428571428571,18.4285714285714,-9.71428571428571
"902",-22,32,28,-18,23,-21,"I thought it was interesting to guess the percent of american's opinions on these issues.","It was hard sometimes to determine why I thought a certain way about a certain thing.",4,19,"Female","Caucasian/White,African-American/Black","Freshman","91375","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.66666666666667,2.5,"post",31,27,-14,6.28571428571429,26.8571428571429,-5.71428571428571
"903",43,32,-20,29,50,10,"It showing the actual percentage after completing my guesses","Sometimes the questions were worded weirdly or just didn't make much sense for the topic",7,18,"Male","Caucasian/White","Freshman","91095","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,1.83333333333333,"post",29,-22,40,17.2857142857143,35.2857142857143,-33.4285714285714
"904",20,14,16,15,6,19,"loved reading the essays","too many slider questions",6,19,"Male","Caucasian/White","Sophmore","91507","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,4,"post",25,16,16,17.5714285714286,18.8571428571429,17.8571428571429
