"","X","in_uhc_supp","in_uhc_familiar","in_uhc_change","in_cap_supp","in_cap_familiar","in_cap_change","in_ai_supp","in_ai_familiar","in_ai_change","fn_uhc_supp","fn_cap_supp","fn_ai_supp","Like_Free_R","Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","id","conv_cond","consen_cond","utilitarian","deontological","in_uhc_conviction","in_cap_conviction","in_ai_conviction","fn_uhc_conviction","fn_cap_conviction","fn_ai_conviction","uhc_cat","cap_cat","ai_cat"
"434",434,38,30,30,30,35,20,10,40,30,40,35,40,"the different ways to answer ","how the articles gave me a different perspective and made me think more ",2,19,"Male","Caucasian/White,African-American/Black","Freshman",91619,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.5,3,26,35.7142857142857,12.2857142857143,24.4285714285714,35.7142857142857,14.8571428571429,"Positive","Positive","Positive"
"435",435,-50,1,17,50,50,50,-18,11,10,-11,19,18,"It's interesting to see new perspectives","Hard to read",6,20,"Male","Caucasian/White","Junior",91464,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.83333333333333,3,-8.14285714285714,34,12.1428571428571,18.4285714285714,17.5714285714286,10,"Negative","Positive","Negative"
"436",436,30,15,-10,10,10,10,0,30,-25,30,15,25,"I liked the scale used to describe at what level you believe something.","The question regarding the percentage of people that believe each issue was slightly confusing.",2,22,"Male","Caucasian/White","Senior",91832,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,3.16666666666667,15,13.1428571428571,22.1428571428571,20.5714285714286,21.4285714285714,18.8571428571429,"Positive","Positive","Neutral"
"437",437,25,-24,50,11,-35,8,24,-15,9,38,2,35,"I liked that I got see my answers compared to others in 2018","When prompted that I was going to see 2024 results, I didn't see any.",4,20,"Male","Caucasian/White","Sophmore",92630,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,3,-0.428571428571429,0.714285714285714,1.71428571428571,0.571428571428571,0.714285714285714,-3.14285714285714,"Positive","Positive","Positive"
"438",438,11,-25,-15,8,32,-14,-21,23,12,22,15,-21,"I liked the ranged option to answer the questions.","It was challenging answering the same question over and over again, it was to repetitive.",2,18,"Female","Caucasian/White","Freshman",91348,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,3,10.2857142857143,-2,14.5714285714286,14.8571428571429,8.57142857142857,13,"Positive","Positive","Negative"
"439",439,27,30,33,18,38,9,19,42,23,34,38,39,"rating","numbers of the rating",6,22,"Male","Caucasian/White","Senior",92619,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,4,15.4285714285714,16.5714285714286,13.8571428571429,16.4285714285714,12.5714285714286,12.4285714285714,"Positive","Positive","Positive"
"440",440,5,-35,34,26,25,23,39,32,15,10,32,41,"It used relevant topics in today's society.","I have no real knowledge of how Universal Healthcare would work.",4,19,"Male","Caucasian/White,Hispanic/Latino(a)","Freshman",91704,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.66666666666667,2.33333333333333,6.28571428571429,38.1428571428571,29.4285714285714,33,36,38.1428571428571,"Neutral","Positive","Positive"
"441",441,28,15,21,-11,26,-10,-45,26,11,35,25,40,"I liked that people agreed with my stance on universal health care. ","I struggled with the idea that so many individuals are okay with implementing the death penalty.",7,18,"Female","Caucasian/White","Freshman",92501,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.16666666666667,23,29.8571428571429,29.1428571428571,29.1428571428571,33,29.1428571428571,"Positive","Negative","Negative"
"442",442,1,-24,-19,50,33,-50,-29,50,-37,11,24,32,"I liked how it was very detailed and easy to follow","I did not have any challenges.",4,18,"Female","Caucasian/White","Freshman",91475,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,2.66666666666667,-5.14285714285714,23.8571428571429,6.85714285714286,5.42857142857143,10.7142857142857,5.42857142857143,"Neutral","Positive","Negative"
"443",443,11,-10,13,10,-10,31,-14,12,19,37,27,-27,"learned more about where i stand on important positions.","Being honest with myself on where I stand. ",6,18,"Male","Caucasian/White","Freshman",91420,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.66666666666667,16.7142857142857,14.7142857142857,15.5714285714286,7.28571428571429,8.85714285714286,15.2857142857143,"Positive","Positive","Negative"
"444",444,10,9,5,-10,20,-7,5,7,6,3,3,6,"learned about Ai","n/a",3,19,"Male","African-American/Black","Sophmore",91241,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,4,18.5714285714286,-0.857142857142857,3.14285714285714,6.28571428571429,3,2.71428571428571,"Positive","Negative","Neutral"
"445",445,-23,46,11,-25,50,4,-25,35,20,-24,-29,0,"It made me think about issues in today's world","It was repetitive ",5,19,"Male","Caucasian/White","Sophmore",92136,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.66666666666667,3.16666666666667,-21.8571428571429,34.4285714285714,-29.4285714285714,-5.28571428571429,-1.57142857142857,-2.42857142857143,"Negative","Negative","Negative"
"446",446,50,29,22,-20,27,29,-19,12,25,26,-22,24,"How the exercise gave asked your opinion before and after the articles","Using a slider to describe my stance",1,18,"Male","Caucasian/White","Freshman",91494,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,2.33333333333333,23.5714285714286,31.8571428571429,11.1428571428571,29.8571428571429,29.2857142857143,-15,"Positive","Negative","Negative"
"447",447,10,19,21,30,13,-10,-9,17,5,24,42,-28,"The reflection and the data representation were used to compare how my views differed from the overall American views.","making a judgment based on what I already knew about the topic.",8,18,"Female","Caucasian/White","Freshman",91951,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,3.33333333333333,4.28571428571429,8.42857142857143,5.42857142857143,7.57142857142857,11.5714285714286,5.57142857142857,"Positive","Positive","Negative"
"448",448,-10,-32,-21,18,21,-32,-10,30,-22,3,31,-31,"I liked how many questions there were.","Sometimes hard for me to choose and wouldn't let me be in the middle.",9,20,"Male","Caucasian/White","Sophmore",92497,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3,3,8.14285714285714,15.7142857142857,11.7142857142857,-1.71428571428571,2.57142857142857,11.4285714285714,"Negative","Positive","Negative"
"449",449,9,14,-21,-11,-49,4,-36,-14,-8,-8,-26,-17," like the reading the essay","nothing",8,19,"Male","Caucasian/White","Freshman",92162,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.5,2.83333333333333,16.2857142857143,0.857142857142857,-12.5714285714286,0.285714285714286,-15.7142857142857,-17.8571428571429,"Positive","Negative","Negative"
"450",450,17,39,11,10,41,22,5,27,20,20,23,-9,"seeing the different views","repetitive",4,18,"Male","Caucasian/White","Freshman",92151,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,2.66666666666667,32,23.7142857142857,15,24.1428571428571,27,18.7142857142857,"Positive","Positive","Neutral"
"451",451,3,5,2,1,1,2,13,24,4,1,1,1,"the scales","reading through the essays",4,19,"Male","Caucasian/White","Freshman",91218,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2,2,0.714285714285714,1.28571428571429,0.714285714285714,0.714285714285714,0.714285714285714,"Neutral","Neutral","Positive"
"452",452,10,25,15,35,45,-35,25,40,-15,20,32,20,"I enjoyed the conversation that was had about the ethics and responsibilities surrounding these contemporary issues. It allowed for me to work through the gray area between the two extremes, rather than simply being for or against a certain issue/topic. ","I found myself needing a better understanding surrounding my beliefs on right and wrong, my own stances of morals and responsibility, and moral principles as a whole in order to answer the questions. ",6,19,"Female","Caucasian/White","Junior",92669,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,2.5,16.4285714285714,32.1428571428571,15.7142857142857,12.8571428571429,28.4285714285714,14.2857142857143,"Positive","Positive","Positive"
"453",453,35,-9,0,-27,21,10,-11,11,10,20,-10,-10,"I liked that the questions were the exact same before and after the informational paragraphs.","Some of the questions confused me.",5,19,"Female","Caucasian/White","Freshman",92022,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.5,3.33333333333333,0.714285714285714,-1.85714285714286,5.57142857142857,-5.57142857142857,5.57142857142857,7.85714285714286,"Positive","Negative","Negative"
"454",454,22,21,18,5,-6,8,0,21,15,31,23,24,"I liked that I got to see a view of people in 2018 and there views about these topics","I didn't know much about some of them so I had a hard time firguring out what to put",8,18,"Female","Caucasian/White","Freshman",92352,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,2.16666666666667,9.57142857142857,-0.571428571428571,4.71428571428571,19.8571428571429,16.4285714285714,4.57142857142857,"Positive","Neutral","Neutral"
"455",455,50,50,-50,-50,50,-50,-30,-20,40,40,-50,31,"I liked the slider to answer the questions instead of a typical dot that you would fill in","none",1,20,"Female","Caucasian/White","Freshman",91503,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.5,2,45.1428571428571,46.4285714285714,-27.4285714285714,44.8571428571429,50,-41.7142857142857,"Positive","Negative","Negative"
"456",456,20,1,12,-32,-25,24,-3,40,14,20,-15,13,"I liked that it was easy on the brain to read and all of the directions were admit about what needed to be done. ","Repeating questions",2,18,"Female","Caucasian/White","Freshman",92372,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,3,1,16.5714285714286,4,18.2857142857143,19.4285714285714,11,"Positive","Negative","Neutral"
"457",457,32,24,10,-4,-25,4,-17,28,4,33,22,-13,"The information was delivered in a way that was easy to comprehend. ","Figuring out what my own stance is on certain issues. ",1,18,"Female","Caucasian/White","Freshman",92668,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.5,2.33333333333333,27.8571428571429,18.7142857142857,2,32.7142857142857,18.5714285714286,4.85714285714286,"Positive","Neutral","Negative"
"458",458,-10,0,10,10,10,-20,-20,-10,25,0,20,-15,"I liked that the researched showed me what people in 2018 believed and that it explained the topics well.","Some of the questions for the ratings felt like the same questions just worded differently. Which made it difficult to understand at times.",6,18,"Male","Caucasian/White","Freshman",92377,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,2.66666666666667,1.42857142857143,-1.42857142857143,14.2857142857143,-4.28571428571429,12.2857142857143,-12.8571428571429,"Negative","Positive","Negative"
"459",459,0,20,33,10,20,10,-10,15,30,30,20,20,"This exercise implemented actual issues or arguments being brought to a demographic I can relate to. Usually most these surveys have nothing to do with me and I can't really have an opinion I know nothing about.","I don't really remember the difference between moral and ethical and most the questions sounded the same because of that, but I tried to answer honestly on what I thought it was asking.",4,19,"Male","Caucasian/White","Freshman",91768,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,1.66666666666667,21.4285714285714,17,-0.142857142857143,13,14.7142857142857,14,"Neutral","Positive","Negative"
"460",460,20,-10,10,-30,20,20,-50,30,20,-10,-20,-50,"How easy it was to answer the questions.","Not understanding definitions of some things.",7,18,"Male","Caucasian/White","Freshman",91221,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,2.83333333333333,14.4285714285714,10,30,10,14.2857142857143,20,"Positive","Negative","Negative"
"461",461,10,-24,38,-20,31,-12,2,45,24,12,-22,9,"I like how informative it was. The data and facts were very interesting.","I had to consider my personal moral opinions on very relevant problems in our society.",2,19,"Female","Caucasian/White","Freshman",91598,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,2.5,5.42857142857143,15.4285714285714,17.7142857142857,13.5714285714286,20.7142857142857,10.2857142857143,"Positive","Negative","Neutral"
"462",462,-10,31,25,-5,25,21,-20,31,-22,-4,-20,-50,"It made me think more about my core moral beliefs and how a lot of world issues are also big moral issues. ","I had to really think about what I thought was right and what I thought was wrong. ",6,18,"Female","Caucasian/White","Freshman",92203,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,2.83333333333333,19.1428571428571,28.7142857142857,15.2857142857143,10.7142857142857,38.1428571428571,26.7142857142857,"Negative","Negative","Negative"
"463",463,10,22,23,20,11,15,9,35,26,33,16,22,"The chance to think about the problems, or good things, in the world we live in. ","Whether or not my opinion changed how someone views me. ",4,19,"Female","Caucasian/White","Freshman",91284,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,3.5,4.28571428571429,8.28571428571429,13,33,13.1428571428571,15.2857142857143,"Positive","Positive","Positive"
"464",464,5,-26,26,-10,10,-20,10,24,15,10,-26,11,"The format of the questions","Answering the same questions over and over.",5,18,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman",91620,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,2.66666666666667,0,18.5714285714286,-10.7142857142857,2,26.2857142857143,-15.1428571428571,"Neutral","Negative","Positive"
"465",465,-1,-2,1,50,50,-50,-49,-50,-50,26,34,-41,"It was quick and easy.","It was repetitive.",7,19,"Female","Caucasian/White","Freshman",91352,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3,3,1,7.14285714285714,19.1428571428571,26.4285714285714,19.5714285714286,9,"Neutral","Positive","Negative"
"466",466,0,4,5,7,13,14,9,13,10,1,3,6,"GG","g",5,25,"Male","Other","Senior",92375,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3,2,5.57142857142857,6.85714285714286,13,0.714285714285714,13.4285714285714,0.714285714285714,"Neutral","Positive","Positive"
"467",467,33,-32,-15,24,-19,8,21,25,24,-21,30,20,"It provided questions before than made me read an essay and answer the same questions afterwards.","Most of the questions seemed pretty similar, so it was difficult to interpret what may being asked.",2,19,"Male","Caucasian/White","Freshman",92654,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,2.5,26.2857142857143,1.71428571428571,-5.71428571428571,-2.42857142857143,17.1428571428571,-11.8571428571429,"Positive","Positive","Positive"
"468",468,0,-25,25,50,30,10,-16,50,3,6,50,-15,"I liked really thinking about what is actually ethically right about the 3 subjects that were talked about","Really diving into what I thought about topics I know but don't know to a deep, deep level.",5,18,"Male","Caucasian/White","Freshman",92476,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",2.83333333333333,3,12.5714285714286,11.4285714285714,5.28571428571429,2.85714285714286,12.4285714285714,8.85714285714286,"Neutral","Positive","Negative"
"469",469,41,4,21,21,-20,24,42,50,21,45,43,50,"I liked getting to read the percentages of what Americans think about the death penalty and health care.  ","I disliked answering very similar questions over and over again.",5,18,"Female","Caucasian/White","Freshman",91677,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",5,5,-9.57142857142857,10.5714285714286,-8.57142857142857,9.85714285714286,12.4285714285714,-6.71428571428571,"Positive","Positive","Positive"
