"","Duration..in.seconds.","Pre_P1","Pre_P2","Pre_P3","Pre_P4","UTIL_1","UTIL_2","UTIL_3","UTIL_4","UTIL_5","UTIL_6","DEON_1","DEON_2","DEON_3","DEON_4","DEON_5","DEON_6","Post_Int_1_10","Post_Int_2_1","Post_Int_3_1","Post_Int_4_1","Q114_1","Q114_2","Q114_3","Q114_4","Q116_10","Q117_1","Q118_1","Q119_1","Q121_1","Q121_2","Q121_3","Q121_4","High_Like_Free_R","High_Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","Q163_10","Q164_1","Q165_1","Q166_1","Q169_1","Q169_2","Q169_3","Q169_4","Q171_10","Q172_1","Q173_1","Q174_1","Q176_1","Q176_2","Q176_3","Q176_4","Low_Like_Free_R","Low_Hard_Free_R","Pol_Low_1","Age_Low","Gender_Low","Race_Low","School_Low","SILS_1_1","NLINE","SNS_SCORE"
"495","1113","80","70","40","100","4","4","3","3","4","5","3","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","75","61","61","92","1","1","1","1","62","51","40","91","92","85","16","100","It was opinion based and gave facts about things that actually happens in the world. Also it gave the percentage of other people's opinions on things that are happing now in society. ","I had no challenges. ","","18","2","2","1","4",7.37532708694814,4.75
"496","1321","63","20","100","100","4","3","4","3","2","1","2","5","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","91","100","33","100","5","4","1","1","61","71","29","100","31","19","100","100","was very cool to see the 2018 results ","had none ","10","21","1","1","3","2",0.958652400231347,4.75
"497","254","46","61","42","65","3","3","3","3","3","3","3","3","3","3","3","3","53","50","50","68","3","3","3","3","47","54","48","57","50","55","48","58","It gave me a new perspective on different standpoints. ","No challenges ","8","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",4.05219341944605,3.875
"498","1799","63","83","62","100","1","3","2","1","3","4","5","4","5","4","5","4","66","63","56","89","4","4","3","1","68","67","60","87","69","76","57","92","Nothing","Nothing","29","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",4.00508097165992,4.375
"499","462","70","56","50","77","4","4","4","2","2","4","3","4","3","4","3","3","","","","","","","","","","","","","","","","","","","","","","","","91","100","100","100","4","5","5","1","100","100","100","100","84","96","75","100","I liked how it asked my opinion on things and showed the statistics of years before. "," I did not have any challenges","8","19","2","1","2","2",2.35741075766339,3.25
"500","579","89","100","50","100","4","4","4","4","4","4","3","4","4","4","3","4","","","","","","","","","","","","","","","","","","","","","","","","85","100","50","100","1","3","2","1","92","61","52","100","67","73","50","100","I liked the topics that the questions touched on.","I had no real challenges","5","19","1","5","2","3",3.65241393226656,3.5
"501","1427","77","50","38","100","3","3","4","4","5","5","1","1","3","4","4","4","90","50","42","100","2","1","4","2","69","80","80","99","86","50","43","100","It re-evaluated my opinion and the American public's opinions on topics that are very important in the US.","I sometimes second guessed myself if i actually agreed or disagreed with something.","8","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","2",3.7122047426258,3.625
"502","1066","100","100","15","100","4","4","5","4","5","5","1","2","2","3","4","3","60","70","40","100","1","2","4","1","81","81","60","100","100","100","13","100","It was interesting to see what people's perspectives were 5 years ago on issues that are still very prevalent and often talked about.","I didn't have any challenges with the exercise as I am pretty open about my thoughts on the previous topics.","7","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",0.947067900520532,4.5
"503","818","94","82","7","100","4","4","4","4","5","5","2","2","4","4","4","3","","","","","","","","","","","","","","","","","","","","","","","","94","85","6","100","4","2","4","1","92","73","35","100","100","88","9","100","I liked that it was both about my personal input as well as understanding the input of others. ","I got slightly confused with some wordage of things. ","9","21","2","1,3","4","5",1.28466192404087,3.75
"504","1068","55","15","50","100","3","3","3","4","4","4","2","3","4","4","3","3","","","","","","","","","","","","","","","","","","","","","","","","65","50","21","88","3","2","2","1","55","46","44","100","42","26","33","100","I liked being able to see the publics answers, too. And in relation to mine.","Not having a ton of knowledge in each in each category so it made it hard to scale my answer.","11","19","2","1","1","4",1.31014910352805,3.625
"505","286","50","51","50","51","3","3","3","3","3","3","3","3","3","3","3","3","50","51","51","51","3","3","3","3","50","51","50","50","50","51","49","52","everything","stress","8","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",5.71502696484802,3.75
"506","290","30","66","65","88","3","3","3","3","3","3","2","2","2","2","2","3","","","","","","","","","","","","","","","","","","","","","","","","48","32","61","82","3","3","2","3","48","36","64","59","42","51","61","71","The layout was easy to understand","None","7","20","1","1","3","3",1.07081747959643,4.75
"507","610","90","72","29","100","4","4","5","3","3","5","3","3","2","4","3","3","60","60","59","100","2","4","5","1","92","81","10","100","91","82","14","100","I liked learning about these cool statistics","I briefly struggled to remember what was even happening in 2018.","5","20","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","3",1.11863331405437,3.75
"508","583","100","70","35","100","2","2","5","4","4","5","2","2","2","2","3","4","65","55","45","90","1","4","4","1","80","85","60","99","100","85","40","100","How it showed the opinion of the collective American populace. The results were very surprising. ","Nothing was challenging for me. ","5","18","1","1,2","1","","","","","","","","","","","","","","","","","","","","","","","","3",1.26911906689801,3.5
"509","823","65","59","28","100","4","4","5","3","5","5","1","2","3","4","5","2","","","","","","","","","","","","","","","","","","","","","","","","35","81","80","100","1","5","3","1","62","71","31","100","71","40","20","100","I liked that I was able to see the results of the studies after I had guessed what their outcomes were.","I didn't come across any challenges.","8","20","1","1","3","2",0.862496844675792,4.5
"510","307","77","82","5","100","3","3","3","3","3","3","3","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","80","81","2","100","4","2","4","1","94","83","5","100","100","100","1","100","I liked seeing how other people feel about issues in America.","It is hard to estimate what other people feel about issues in America.","5","18","1","1","1","4",0.840052400231348,4.625
"511","770","100","100","20","100","4","4","5","3","4","5","2","2","4","3","4","4","81","76","73","100","1","2","3","1","92","85","46","100","100","100","17","100","I like that it showed the actual results versus our predicted outcomes. ","Being able to gauge the mindsets of individuals in 2018","4","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",3.67154409099672,4.375
"512","1546","70","60","60","100","3","4","4","3","3","4","3","4","3","3","3","4","60","65","50","90","1","1","2","1","64","80","80","99","60","75","85","100","It made me think about things that I usually would not. ","Some parts of it I just didn't really understand so I had to do a bit of research. ","8","18","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","3",0.895315519568151,3.75
"513","797","33","70","29","100","3","3","4","3","4","5","2","4","3","2","3","3","","","","","","","","","","","","","","","","","","","","","","","","25","69","5","100","3","5","2","1","27","58","19","100","21","66","6","100","It made me think about things that I don't normally think about.","I have not thought of some of these things before so I had to think of my thoughts quick","8","19","2","1","2","3",3.9979472655999,3
"514","1057","100","100","71","100","4","5","5","3","4","5","3","3","4","4","4","4","20","40","80","70","3","3","2","4","100","80","54","100","100","100","65","100","It showed the results of the other study, so I was able to compare.","I had trouble deciding about the death penalty questions because it is a very ""it depends on the situation"" type of question.","5","18","2","1,2","1","","","","","","","","","","","","","","","","","","","","","","","","4",1.22268230833494,3.875
"515","313","48","59","89","86","4","3","4","3","2","4","4","3","3","4","3","3","","","","","","","","","","","","","","","","","","","","","","","","52","74","16","59","3","3","3","3","55","100","3","100","54","87","3","100","opened my eyes to things I   dont think about that often. ","trying to figure out what other people would grade stuff ","29","19","1","4","3","2",3.41689049546944,3.375
"516","667","75","71","7","100","4","4","4","4","4","4","4","4","4","4","3","4","","","","","","","","","","","","","","","","","","","","","","","","70","89","17","100","4","3","3","1","84","88","15","100","100","100","1","100","I liked how it was sliders instead of just the 5 agreement levels","There were too many words and I think I was confused at certain points","7","19","1","3","1","4",1.03892688130583,4.25
"517","306","71","49","100","100","3","3","3","3","4","2","2","2","2","3","4","4","76","80","30","64","4","2","2","1","61","26","29","66","58","23","100","99","It gave me new info I didn't previously know. ","I was shocked at some of the stats","11","21","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","4",4.39430453055716,4.125
"518","1133","100","30","80","100","3","4","5","3","2","5","1","3","1","3","3","3","90","69","52","100","4","5","3","1","100","81","85","100","100","2","52","100","It was short and the questions were clear","none
","9","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","5",0.990505995758627,4.25
"519","876","96","25","84","100","4","4","4","4","5","3","3","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","70","41","55","92","2","2","2","3","41","45","54","98","80","0","73","100","It educated me on things around the world","n/a","28","19","1","1","2","5",0.451849225628173,4.625
"520","714","79","80","31","100","5","5","4","5","5","5","1","1","3","2","4","4","","","","","","","","","","","","","","","","","","","","","","","","60","56","56","97","2","2","1","1","36","52","40","98","63","68","24","100","This exercise allowed me to think more deeply about important issues happening in the world today. I found myself somewhat surprised at how hard I had to ponder the questions and the differences between my responses and the average answer.","The gashouse emission one was tricky for me.","9","20","2","1","2","3",1.45007291305186,4
